px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.34473	-1.75136	0	0	0	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0
6.34	-1.88987	0.888256	-0.2897	0	6.34	-1.88987	6.35	-1.9	0	-2.99515	0
6.35828	-2.03886	0	0	0	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0
6.45002	-2.23466	0.963947	-0.333515	0	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0
6.34057	-2.34076	0	0	0	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0
6.4979	-2.56206	1.93359	-0.375575	0	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0
6.45265	-2.65056	0	0	0	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0
6.46538	-2.81029	0.8694	-0.410031	0	6.46538	-2.81029	6.45	-2.8	0	-2.72732	0
6.45762	-2.94003	0	0	0	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0
6.36717	-3.08903	2.31494	-0.451697	0	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0
6.54349	-3.33906	0	0	0	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0
6.6454	-3.53435	2.06302	-0.488801	0	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0
6.65608	-3.67065	0	0	0	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0
6.70981	-3.81998	2.03882	-0.51755	0	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0
6.74422	-3.95901	0	0	0	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0
6.72525	-4.05329	1.92133	-0.5424	0	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	0
6.83817	-4.25449	0	0	0	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0
6.86491	-4.32753	1.69022	-0.562462	0	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	0
6.94879	-4.45387	0	0	0	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0
6.99339	-4.57763	3.03057	-0.579578	0	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	0
7.14339	-4.76622	0	0	0	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0
7.11889	-4.79341	2.07227	-0.592606	0	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	0
7.25883	-4.94719	0	0	0	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0
7.28536	-5.09276	2.25633	-0.610082	0	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0
7.33925	-5.24908	0	0	0	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0
7.33914	-5.30864	3.44331	-0.626214	0	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	0
7.5499	-5.55354	0	0	0	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0
7.59167	-5.64447	2.07117	-0.639334	0	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	0
7.64483	-5.73357	0	0	0	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0
7.6402	-5.81769	2.99934	-0.650794	0	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0
7.84396	-6.051	0	0	0	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0
7.91394	-6.15143	1.82872	-0.660739	0	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	0
7.95018	-6.25957	0	0	0	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0
8.10134	-6.38026	2.66075	-0.667107	0	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0
8.15891	-6.45832	0	0	0	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0
8.3424	-6.65648	3.0068	-0.673465	0	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0
8.33273	-6.74641	0	0	0	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0
8.46635	-6.96022	2.42458	-0.688074	0	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0
8.44383	-7.03914	0	0	0	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0
8.53661	-7.23635	2.55121	-0.703148	0	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0
8.55761	-7.36836	0	0	0	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0
8.70486	-7.48959	2.74755	-0.710496	0	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0
8.7565	-7.55536	0	0	0	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0
8.74707	-7.66927	2.5798	-0.719838	0	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0
8.85031	-7.85391	0	0	0	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0
8.88546	-7.96913	2.49207	-0.731085	0	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0
8.95085	-8.16397	0	0	0	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0
9.03618	-8.239	2.50621	-0.739285	0	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0
9.15149	-8.34807	0	0	0	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0
9.14011	-8.44049	2.97957	-0.745624	0	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0
9.22902	-8.65053	0	0	0	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0
9.23666	-8.722	2.71995	-0.756748	0	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0
9.36398	-8.95164	0	0	0	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0
9.47823	-9.13791	1.91016	-0.767119	0	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	0
9.43696	-9.1575	0	0	0	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0
9.44585	-9.27158	2.49057	-0.776088	0	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0
9.53884	-9.45193	0	0	0	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0
9.6872	-9.68187	2.56399	-0.785123	0	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0
9.67284	-9.75791	0	0	0	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0
9.86489	-10.0711	2.84598	-0.795739	0	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0
9.74713	-10.0467	0	0	0	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0
9.75497	-10.1932	1.87476	-0.807364	0	9.75497	-10.1932	9.75	-10.2	0	-2.72857	0
9.74697	-10.3629	0	0	0	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0
9.77249	-10.4428	2.54971	-0.818543	0	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0
9.86261	-10.6462	0	0	0	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0
9.86786	-10.8223	1.87281	-0.831495	0	9.86786	-10.8223	9.85	-10.8	0	-2.72846	0
9.8455	-10.9408	0	0	0	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0
9.84594	-11.0973	2.08863	-0.845076	0	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0
9.83549	-11.2481	0	0	0	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0
9.8926	-11.4631	2.28971	-0.858804	0	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0
9.87136	-11.5692	0	0	0	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0
9.89882	-11.7746	1.57763	-0.87173	0	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	0
9.74749	-11.8623	0	0	0	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0
9.75738	-12.0161	1.45861	-0.888766	0	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0
9.65408	-12.1513	0	0	0	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0
9.60373	-12.2428	0.938636	-0.905614	0	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	0
9.54006	-12.3354	0	0	0	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0
9.38815	-12.3607	0.267302	-0.921231	0	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	0
9.35049	-12.5377	0	0	0	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0
9.33568	-12.8372	0.053447	2.19957	0	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	0
9.04708	-12.7528	0	0	0	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0
8.97697	-12.8161	0.301972	-0.959771	0	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0
8.84904	-12.9423	0	0	0	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0
8.64934	-12.9537	0.0451108	-0.982069	0	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0
8.5479	-13.1496	0	0	0	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0
8.43462	-13.263	1.56759	2.13723	0	8.43462	-13.263	8.4	-13.15	-2.72644	0	0
8.26001	-13.1483	0	0	0	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0
8.10139	-13.1447	1.48784	2.12313	0	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0
7.95138	-13.1593	0	0	0	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0
7.85182	-13.2702	0.716977	2.10508	0	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	0
7.64076	-13.2654	0	0	0	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0
7.51359	-13.2891	2.11606	2.08538	0	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	0
7.35762	-13.1417	0	0	0	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0
7.19553	-13.2012	1.34238	2.06984	0	7.19553	-13.2012	7.2	-13.15	-2.73035	0	0
7.05296	-13.1563	0	0	0	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0
6.87644	-13.2105	1.71646	2.05073	0	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0
6.672	-13.1364	0	0	0	6.672	-13.1364	6.65	-13.15	-3.63617	0	0
6.53838	-13.1322	0.875032	2.03275	0	6.53838	-13.1322	6.55	-13.15	-1.81656	0	0
6.46904	-13.1587	0	0	0	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0
6.22921	-13.0167	1.88305	2.01714	0	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0
6.15723	-13.0319	0	0	0	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0
5.95573	-12.8757	2.90062	2.00404	0	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	0
5.85711	-12.8423	0	0	0	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0
5.73901	-12.8863	1.95986	1.98978	0	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	0
5.5559	-12.7556	0	0	0	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0
5.41889	-12.699	2.70953	1.97412	0	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0
5.23681	-12.5467	0	0	0	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0
5.16911	-12.5003	2.4779	1.9629	0	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0
5.04959	-12.3548	0	0	0	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0
4.99996	-12.3538	2.53566	1.95537	0	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0
4.86969	-12.1416	0	0	0	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0
4.83937	-12.0439	2.09258	1.95286	0	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	0
4.77326	-11.9345	0	0	0	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0
4.5839	-11.6711	3.42819	1.94504	0	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	0
4.54148	-11.6336	0	0	0	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0
4.53697	-11.5591	1.98844	1.94482	0	4.53697	-11.5591	4.55	-11.55	0	1.99749	0
4.55238	-11.4548	0	0	0	4.55238	-11.4548	4.55	-11.45	0	1.99746	0
4.47604	-11.2089	3.81549	1.95072	0	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	0
4.45629	-11.0538	0	0	0	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0
4.39651	-10.8822	1.55765	1.95475	0	4.39651	-10.8822	4.45	-10.95	0	1.81807	0
4.45899	-10.8664	0	0	0	4.45899	-10.8664	4.45	-10.85	0	1.81808	0
4.493	-10.7885	2.47213	1.96541	0	4.493	-10.7885	4.45	-10.7	0	2.72865	0
4.44058	-10.5544	0	0	0	4.44058	-10.5544	4.45	-10.55	0	2.72864	0
4.44399	-10.3941	2.36037	1.97482	0	4.44399	-10.3941	4.45	-10.4	0	2.72392	0
4.44086	-10.2469	0	0	0	4.44086	-10.2469	4.45	-10.25	0	2.72391	0
4.53204	-10.1814	2.18731	1.98959	0	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0
4.54793	-9.94716	0	0	0	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0
4.57622	-9.70975	1.9859	2.01122	0	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0
4.64364	-9.63888	0	0	0	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0
4.76627	-9.54952	1.7483	2.03373	0	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0
4.82761	-9.37054	0	0	0	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0
4.89701	-9.18082	1.92895	2.0608	0	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	0
4.94177	-9.04086	0	0	0	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0
5.09012	-9.06486	0.886898	2.08244	0	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0
5.1385	-8.8446	0	0	0	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0
5.21345	-8.63875	1.24596	2.11378	0	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	0
5.33853	-8.54729	0	0	0	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0
5.35874	-8.39385	0.973357	2.13898	0	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	0
5.46213	-8.36055	0	0	0	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0
5.63723	-8.3352	1.42162	2.16545	0	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	0
5.63863	-8.05978	0	0	0	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0
5.69655	-7.84304	0.325581	2.19897	0	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0
5.84353	-7.85177	0	0	0	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0
5.9537	-7.7033	0.00486679	2.22878	0	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0
6.14453	-7.66253	0	0	0	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0
6.27	-7.55894	0.277344	2.26326	0	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	0
6.3386	-7.44193	0	0	0	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0
6.44365	-7.32743	0.0978727	2.29211	0	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	0
6.54947	-7.257	0	0	0	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0
6.71635	-7.22979	0.120418	-0.822197	0	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0
6.7522	-7.03215	0	0	0	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0
6.81357	-6.96259	0.681366	-0.796215	0	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0
6.95051	-6.93564	0	0	0	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0
7.00414	-6.76319	0.636735	-0.767898	0	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0
7.25571	-6.75585	0	0	0	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0
7.28718	-6.59248	0.310058	-0.735388	0	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	0
7.42947	-6.54884	0	0	0	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0
7.58756	-6.53752	0.937302	-0.711196	0	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0
7.65263	-6.44325	0	0	0	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0
7.78988	-6.37954	1.79052	-0.686191	0	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	0
7.95705	-6.33998	0	0	0	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0
8.1289	-6.31809	0.133278	-0.660707	0	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	0
8.15184	-6.14215	0	0	0	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0
8.12981	-5.95044	0.423922	-0.631835	0	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	0
8.34844	-5.95288	0	0	0	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0
8.45627	-5.87026	1.81063	-0.606816	0	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	0
8.64546	-5.83668	0	0	0	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0
8.68227	-5.68169	1.35126	-0.579463	0	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0
8.95179	-5.66017	0	0	0	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0
8.99196	-5.51961	0.683611	-0.550533	0	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	0
9.15234	-5.45358	0	0	0	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0
9.25593	-5.41629	1.0617	-0.529443	0	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0
9.3462	-5.33648	0	0	0	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0
9.35852	-5.15981	0.00801584	-0.503878	0	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	0
9.55586	-5.07162	0	0	0	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0
9.60543	-4.91132	0.842123	-0.472652	0	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0
9.75218	-4.8384	0	0	0	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0
10.0131	-4.84834	0.916652	-0.450929	0	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0
9.9571	-4.66087	0	0	0	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0
9.99977	-4.51909	0.969135	-0.424449	0	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0
10.1558	-4.43582	0	0	0	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0
10.1567	-4.25503	0.528506	-0.396725	0	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	0
10.3312	-4.16698	0	0	0	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0
10.3715	-4.04505	1.16702	-0.37187	0	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0
10.5551	-3.94162	0	0	0	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0
10.6459	-3.84961	1.07019	-0.346977	0	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0
10.746	-3.7455	0	0	0	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0
10.9384	-3.6422	0.958754	-0.321428	0	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0
10.9457	-3.45027	0	0	0	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0
11.1095	-3.32648	0.0529376	-0.290931	0	11.1095	-3.32648	11	-3.3	0.908632	2.72588	0
11.0435	-3.16012	0	0	0	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0
10.9851	-2.95299	0.248627	-0.262609	0	10.9851	-2.95299	11.1	-3	0.909905	2.72971	0
11.1542	-2.85724	0	0	0	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0
11.0233	-2.67356	0.657875	2.90365	0	11.0233	-2.67356	11.15	-2.7	0	2.72847	0
11.1324	-2.55807	0	0	0	11.1324	-2.55807	11.15	-2.55	0	2.72844	0
11.2541	-2.42353	0.543635	2.92949	0	11.2541	-2.42353	11.15	-2.4	0	2.72732	0
11.1569	-2.2658	0	0	0	11.1569	-2.2658	11.15	-2.25	0	2.72732	0
11.2203	-2.08998	1.27014	-0.184157	0	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	0
11.3482	-1.94557	0	0	0	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0
11.3928	-1.80815	1.33198	2.9842	0	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	0
11.2389	-1.64141	0	0	0	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0
11.3341	-1.51762	0.409532	3.00849	0	11.3341	-1.51762	11.25	-1.5	0	2.72321	0
11.2625	-1.34833	0	0	0	11.2625	-1.34833	11.25	-1.35	0	2.72321	0
11.3121	-1.19064	1.32078	3.03673	0	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	0
11.1556	-1.0549	0	0	0	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0
10.9982	-0.893223	2.19048	3.06055	0	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	0
10.9445	-0.73319	0	0	0	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0
10.8362	-0.586	1.26188	3.08757	0	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0
10.8388	-0.441032	0	0	0	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0
10.6309	-0.359954	3.16697	3.10775	0	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	0
10.5529	-0.247121	0	0	0	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0
10.4322	-0.19515	1.67055	3.12289	0	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	0
10.3505	-0.143257	0	0	0	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0
10.2068	-0.109014	2.6148	3.13091	0	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	0
10.0541	-0.0441275	0	0	0	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0
9.89001	0.00816785	2.58728	-3.14077	0	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0
9.75876	0.0560308	0	0	0	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0
9.63528	0.0929341	1.81622	-3.13195	0	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	0
9.56967	0.149506	0	0	0	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0
9.56225	0.148577	2.61454	-3.12606	0	9.56225	0.148577	9.4	0.15	-2.72659	0	0
9.25348	0.150166	0	0	0	9.25348	0.150166	9.25	0.15	-2.72658	0	0
9.0821	0.207802	2.61295	-3.11872	0	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0
8.93575	0.243169	0	0	0	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0
8.94634	0.26481	2.79773	-3.112	0	8.94634	0.26481	8.8	0.25	-2.72783	0	0
8.64483	0.254352	0	0	0	8.64483	0.254352	8.65	0.25	-2.7278	0	0
8.46866	0.251128	2.72052	-3.11195	0	8.46866	0.251128	8.5	0.25	-2.72395	0	0
8.35775	0.250149	0	0	0	8.35775	0.250149	8.35	0.25	-2.72395	0	0
8.28111	0.196974	2.75499	-3.11781	0	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0
8.03004	0.154113	0	0	0	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0
7.74678	0.154598	4.06511	-3.12164	0	7.74678	0.154598	7.85	0.15	-3.9992	0	0
7.63715	0.143302	0	0	0	7.63715	0.143302	7.65	0.15	-3.99916	0	0
7.61982	0.157052	1.92459	-3.12098	0	7.61982	0.157052	7.55	0.15	-1.99868	0	0
7.43926	0.160393	0	0	0	7.43926	0.160393	7.45	0.15	-1.99866	0	0
7.34481	0.102019	2.79671	-3.1277	0	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	0
7.16771	0.0463372	0	0	0	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0
7.05721	-0.05037	1.92312	3.13446	0	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	0
6.95035	-0.144849	0	0	0	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0
6.87212	-0.243254	1.74942	3.10621	0	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0
6.76317	-0.34818	0	0	0	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0
6.75759	-0.453523	1.80294	3.07458	0	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0
6.56412	-0.553924	0	0	0	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0
6.60439	-0.765755	1.34231	3.02616	0	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0
6.36344	-0.942514	0	0	0	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0
6.35624	-1.10001	0.516744	-0.171362	0	6.35624	-1.10001	6.35	-1.1	0	-2.99522	0
6.36321	-1.25111	0	0	0	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0
6.30992	-1.40686	0.384586	-0.219372	0	6.30992	-1.40686	6.35	-1.4	0	-2.72817	0
6.35537	-1.55723	0	0	0	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0
6.50996	-1.74616	0.70842	-0.262061	0	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0
6.35448	-1.83673	0	0	0	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0
6.38849	-2.02257	0.641725	-0.306612	0	6.38849	-2.02257	6.35	-2	0	-2.73154	0
6.35078	-2.13767	0	0	0	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0
6.28921	-2.27735	0.876202	-0.347417	0	6.28921	-2.27735	6.35	-2.3	0	-2.99503	0
6.33355	-2.43768	0	0	0	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0
6.30986	-2.56694	1.94865	-0.386367	0	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0
6.45623	-2.7536	0	0	0	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0
6.40481	-2.87127	1.97259	-0.421439	0	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0
6.54629	-3.01951	0	0	0	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0
6.70928	-3.32749	1.56	-0.460405	0	6.70928	-3.32749	6.55	-3.25	0	-3.63617	0
6.54763	-3.45513	0	0	0	6.54763	-3.45513	6.55	-3.45	0	-3.63613	0
6.52015	-3.55608	2.20461	-0.499304	0	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	0
6.64571	-3.73674	0	0	0	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	0
6.71319	-3.83967	2.24171	-0.519546	0	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0
6.85201	-3.93663	0	0	0	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0
7.13409	-4.28567	2.69981	-0.540957	0	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	0
6.9548	-4.32855	0	0	0	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	0
7.00947	-4.44692	1.79442	-0.565342	0	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	0
7.05586	-4.55105	0	0	0	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0
