px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.16618	0.0287673	0	0	0	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0
7.17215	-0.0469302	1.74878	3.13505	0	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	0
6.95426	-0.147757	0	0	0	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0
6.83008	-0.250179	1.79644	3.10498	0	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0
6.76395	-0.345347	0	0	0	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0
6.74798	-0.457727	1.51625	3.07386	0	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0
6.54569	-0.565853	0	0	0	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0
6.565	-0.754748	0.485037	3.02713	0	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	0
6.4494	-0.940848	0	0	0	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0
6.44213	-1.11266	0.566473	2.97056	0	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0
6.34405	-1.26138	0	0	0	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0
6.39474	-1.36501	0.373814	2.93129	0	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0
6.25356	-1.42931	0	0	0	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0
6.24787	-1.61119	0.843797	-0.252379	0	6.24787	-1.61119	6.25	-1.6	0	-2.99288	0
6.23547	-1.75335	0	0	0	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0
6.41111	-1.93027	1.51218	-0.29245	0	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	0
6.34873	-2.05372	0	0	0	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0
6.53066	-2.26346	0.908899	-0.333634	0	6.53066	-2.26346	6.35	-2.2	0	-2.72782	0
6.36917	-2.33894	0	0	0	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0
6.27034	-2.51837	1.23154	-0.381912	0	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0
6.34287	-2.73391	0	0	0	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0
6.45883	-2.92313	2.12667	-0.424996	0	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0
6.43866	-3.06257	0	0	0	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0
6.49154	-3.20004	2.03836	-0.457996	0	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0
6.53579	-3.34211	0	0	0	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0
6.70146	-3.53446	2.0947	-0.485339	0	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0
6.64657	-3.63945	0	0	0	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0
6.70956	-3.81739	2.30516	-0.517274	0	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0
6.74885	-3.96368	0	0	0	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0
6.73758	-4.06653	2.16903	-0.543033	0	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0
6.85796	-4.25464	0	0	0	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0
7.10395	-4.49091	3.04353	-0.563739	0	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	0
7.04679	-4.55716	0	0	0	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0
7.02393	-4.64459	2.43749	-0.584245	0	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0
7.13435	-4.85502	0	0	0	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0
7.24619	-4.97656	2.18989	-0.601801	0	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0
7.25317	-5.04605	0	0	0	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0
7.22054	-5.09604	3.42131	-0.614588	0	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	0
7.43604	-5.34825	0	0	0	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0
7.40989	-5.38617	1.87661	-0.628545	0	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	0
7.55662	-5.56714	0	0	0	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0
7.39379	-5.52612	2.97566	-0.641835	0	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	0
7.76459	-5.8425	0	0	0	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0
7.84699	-6.00602	1.78226	-0.653279	0	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	0
7.85921	-6.04502	0	0	0	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0
7.89511	-6.1416	2.97834	-0.661119	0	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0
8.05619	-6.36041	0	0	0	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0
8.2234	-6.53735	3.05024	-0.671666	0	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0
8.25446	-6.64851	0	0	0	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0
8.32206	-6.77114	1.92616	-0.683001	0	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	0
8.31728	-6.8399	0	0	0	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0
8.2713	-6.91098	2.49181	-0.696037	0	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0
8.44183	-7.15372	0	0	0	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0
8.54154	-7.25975	3.11293	-0.704456	0	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	0
8.65899	-7.4699	0	0	0	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0
8.83598	-7.68162	1.98212	-0.715625	0	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	0
8.76769	-7.64094	0	0	0	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0
8.77916	-7.72457	3.12809	-0.721585	0	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	0
8.95669	-7.95155	0	0	0	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0
9.1081	-8.22433	2.87621	-0.734453	0	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0
9.05476	-8.24211	0	0	0	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0
9.13825	-8.4037	1.7167	-0.743549	0	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	0
9.14025	-8.44981	0	0	0	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0
9.22081	-8.59155	2.60268	-0.750086	0	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0
9.25031	-8.76071	0	0	0	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0
9.30208	-8.90831	2.57907	-0.763778	0	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0
9.34431	-9.04587	0	0	0	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0
9.39993	-9.18842	2.8177	-0.77402	0	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0
9.4452	-9.37195	0	0	0	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0
9.48751	-9.46421	2.57406	-0.784169	0	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0
9.55098	-9.64789	0	0	0	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0
9.57122	-9.75525	2.7101	-0.79492	0	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0
9.62408	-9.94149	0	0	0	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0
9.61433	-9.96417	2.26838	-0.803265	0	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0
9.7457	-10.1502	0	0	0	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0
9.77731	-10.3295	1.76448	-0.812853	0	9.77731	-10.3295	9.75	-10.3	0	-2.72851	0
9.76557	-10.4501	0	0	0	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0
9.89592	-10.7137	2.61823	-0.825059	0	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0
9.85066	-10.7537	0	0	0	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0
9.84397	-10.9287	2.00573	-0.837569	0	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0
9.85693	-11.0512	0	0	0	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0
9.74773	-11.0482	2.31145	-0.847854	0	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0
9.84407	-11.3565	0	0	0	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0
9.79495	-11.4686	2.42247	-0.863946	0	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0
9.83943	-11.6467	0	0	0	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0
9.76634	-11.6976	0.900904	-0.875133	0	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	0
9.74774	-11.8511	0	0	0	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0
9.7856	-12.1262	1.52511	-0.891812	0	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0
9.64482	-12.1455	0	0	0	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0
9.57233	-12.2948	1.55806	-0.909263	0	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0
9.55167	-12.4583	0	0	0	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0
9.37132	-12.4833	0.530042	-0.92684	0	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	0
9.359	-12.6499	0	0	0	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0
9.16109	-12.6848	0.172995	2.19627	0	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	0
9.028	-12.8337	0	0	0	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0
8.85918	-12.7953	0.227325	2.17639	0	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0
8.84257	-12.9684	0	0	0	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0
8.66865	-13.0114	0.00852268	2.1585	0	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0
8.55319	-13.1445	0	0	0	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0
8.27267	-12.996	1.71054	2.13766	0	8.27267	-12.996	8.4	-13.15	-2.99683	0	0
8.25965	-13.1488	0	0	0	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0
8.04571	-13.0646	0.506483	2.12278	0	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	0
7.95841	-13.2508	0	0	0	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0
7.86599	-13.4154	1.31109	2.10111	0	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0
7.62489	-13.249	0	0	0	7.62489	-13.249	7.65	-13.25	-2.7295	0	0
7.50783	-13.2944	1.35977	2.08488	0	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0
7.3419	-13.2474	0	0	0	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0
7.19781	-13.1973	2.14048	2.0701	0	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0
7.04935	-13.1606	0	0	0	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0
6.79473	-13.0433	1.80307	2.05105	0	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0
6.65123	-13.1604	0	0	0	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0
6.54114	-13.2079	2.29967	2.03063	0	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0
6.35317	-13.0396	0	0	0	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0
6.27012	-13.1139	0.815348	2.01679	0	6.27012	-13.1139	6.25	-13.05	-1.81729	0	0
6.14459	-13.0471	0	0	0	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0
5.99498	-12.9442	2.63142	2.00452	0	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0
5.86379	-12.8408	0	0	0	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0
5.73761	-12.8672	2.17259	1.99024	0	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0
5.55118	-12.7486	0	0	0	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0
5.45236	-12.7392	1.77211	1.9752	0	5.45236	-12.7392	5.45	-12.7	-2.00001	1	0
5.35556	-12.6423	0	0	0	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0
5.26451	-12.5511	2.55514	1.96795	0	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0
5.13769	-12.4355	0	0	0	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0
5.1317	-12.5744	2.44489	1.95827	0	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0
4.94432	-12.2438	0	0	0	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0
4.89215	-12.1623	3.51972	1.95323	0	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	0
4.75047	-11.9578	0	0	0	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0
4.6421	-11.7788	2.32022	1.94621	0	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	0
4.63967	-11.7513	0	0	0	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0
4.58347	-11.632	3.28171	1.94615	0	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	0
4.56619	-11.4576	0	0	0	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0
4.46846	-11.2092	3.21867	1.95013	0	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0
4.46017	-11.1425	0	0	0	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0
4.43672	-11.0976	1.86393	1.95112	0	4.43672	-11.0976	4.45	-11.05	0	1.8168	0
4.43803	-10.9525	0	0	0	4.43803	-10.9525	4.45	-10.95	0	1.81679	0
4.40556	-10.7068	2.7544	1.96115	0	4.40556	-10.7068	4.45	-10.8	0	3.00139	0
4.45507	-10.6618	0	0	0	4.45507	-10.6618	4.45	-10.65	0	3.00138	0
4.44716	-10.5583	1.64771	1.96944	0	4.44716	-10.5583	4.45	-10.55	0	2.00041	0
4.45187	-10.4417	0	0	0	4.45187	-10.4417	4.45	-10.45	0	2.00038	0
4.45602	-10.2142	2.22282	1.98216	0	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0
4.55349	-10.1343	0	0	0	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0
4.56608	-10.005	2.49001	1.99894	0	4.56608	-10.005	4.55	-10	0	2.72717	0
4.55922	-9.84124	0	0	0	4.55922	-9.84124	4.55	-9.85	0	2.72714	0
4.62339	-9.6559	1.78171	2.01735	0	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0
4.7439	-9.53522	0	0	0	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0
4.74852	-9.27389	2.33568	2.04402	0	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	0
4.8446	-9.24095	0	0	0	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0
4.98605	-9.20516	0.809142	2.06721	0	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	0
5.02283	-9.03066	0	0	0	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0
5.12819	-8.95913	2.02017	2.09067	0	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	0
5.14109	-8.73073	0	0	0	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0
5.33883	-8.81618	0.584474	2.1153	0	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0
5.36408	-8.56805	0	0	0	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0
5.38848	-8.31037	1.4781	2.14605	0	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	0
5.53874	-8.25196	0	0	0	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0
5.56632	-8.04704	0.333006	2.17595	0	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0
5.7459	-8.05196	0	0	0	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0
5.78426	-7.91676	0.960882	2.20179	0	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	0
5.84978	-7.88144	0	0	0	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0
5.92249	-7.69769	0.433286	2.22659	0	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0
6.04031	-7.64732	0	0	0	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0
6.16773	-7.55437	0.238878	2.25548	0	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0
6.23866	-7.45306	0	0	0	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0
6.25322	-7.17734	0.571373	-0.854097	0	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	0
6.55461	-7.24907	0	0	0	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0
6.67172	-7.23041	0.654754	-0.825564	0	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0
6.74664	-7.15616	0	0	0	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0
6.79888	-6.99594	0.0700368	2.34191	0	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	0
6.95342	-6.96092	0	0	0	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0
7.17955	-6.9446	0.81251	-0.768765	0	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0
7.24929	-6.7261	0	0	0	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0
7.42782	-6.72337	0.0377937	-0.735659	0	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	0
7.46332	-6.54842	0	0	0	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0
7.54452	-6.5069	0.751952	-0.711687	0	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0
7.65373	-6.46481	0	0	0	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0
7.8635	-6.45394	1.46825	-0.687264	0	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0
7.94162	-6.34466	0	0	0	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0
7.89525	-6.11857	0.432862	-0.65929	0	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	0
8.12355	-6.14389	0	0	0	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0
8.31423	-6.05705	1.03301	-0.629609	0	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0
8.45315	-5.97158	0	0	0	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0
8.53167	-5.90349	0.959092	-0.605303	0	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0
8.64207	-5.83392	0	0	0	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0
8.88764	-5.82241	1.49575	-0.579961	0	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0
8.94256	-5.64534	0	0	0	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0
9.21669	-5.64514	0.759227	-0.549553	0	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	0
9.15342	-5.45253	0	0	0	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0
9.16723	-5.29709	0.708015	-0.523958	0	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0
9.34852	-5.23619	0	0	0	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0
9.39027	-5.1041	0.724693	-0.497879	0	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0
9.54207	-5.04728	0	0	0	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0
9.62802	-5.02338	1.35607	-0.480893	0	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0
9.75	-4.94288	0	0	0	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0
9.88102	-4.86216	0.645184	-0.457284	0	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0
9.94502	-4.76247	0	0	0	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0
10.0747	-4.62454	0.501275	-0.430334	0	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0
10.1384	-4.4533	0	0	0	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0
10.1743	-4.32841	0.823486	-0.402233	0	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0
10.3492	-4.25956	0	0	0	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0
10.56	-4.15868	0.778181	-0.375162	0	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0
10.5557	-3.96034	0	0	0	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0
10.7738	-3.89129	1.31515	-0.3466	0	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	0
10.7394	-3.74821	0	0	0	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0
10.7674	-3.58281	0.147548	2.82037	0	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	0
10.8596	-3.4348	0	0	0	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0
10.9601	-3.36033	1.34361	-0.297497	0	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	0
11.0504	-3.25128	0	0	0	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0
11.0282	-3.07488	0.00655611	-0.271915	0	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	0
11.1569	-2.944	0	0	0	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0
11.1386	-2.78926	0.702556	2.89622	0	11.1386	-2.78926	11.15	-2.8	0	2.73104	0
11.141	-2.65084	0	0	0	11.141	-2.65084	11.15	-2.65	0	2.73102	0
11.1042	-2.54354	0.449848	2.91642	0	11.1042	-2.54354	11.15	-2.55	0	1.81785	0
11.1497	-2.45904	0	0	0	11.1497	-2.45904	11.15	-2.45	0	1.81785	0
11.1658	-2.25651	1.24065	-0.199406	0	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	0
11.3591	-2.05184	0	0	0	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0
11.3117	-1.92025	0.239169	2.97344	0	11.3117	-1.92025	11.35	-1.95	0	1.81854	0
11.3504	-1.8663	0	0	0	11.3504	-1.8663	11.35	-1.85	0	1.81853	0
11.4185	-1.70062	0.188915	2.99374	0	11.4185	-1.70062	11.35	-1.7	0	2.72762	0
11.3568	-1.53205	0	0	0	11.3568	-1.53205	11.35	-1.55	0	2.72762	0
11.2541	-1.38373	1.27743	3.01925	0	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	0
11.2429	-1.24238	0	0	0	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0
11.0754	-1.08747	1.86279	3.04372	0	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	0
11.0544	-0.927069	0	0	0	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0
10.9247	-0.791254	1.45714	3.06929	0	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0
10.9434	-0.640459	0	0	0	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0
10.7146	-0.485949	2.2716	3.09627	0	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	0
10.7471	-0.362528	0	0	0	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0
10.6895	-0.304531	1.8134	3.11311	0	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0
10.547	-0.266677	0	0	0	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0
10.5032	-0.154501	2.93008	3.12688	0	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	0
10.2485	-0.0475524	0	0	0	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0
10.1407	-0.0721585	1.90917	3.13448	0	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	0
10.0313	-0.0518611	0	0	0	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0
10.0898	-0.00166396	2.6309	3.14143	0	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0
9.74695	0.0464954	0	0	0	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0
9.50401	0.0833188	3.02557	-3.13283	0	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0
9.45825	0.149456	0	0	0	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0
9.22819	0.16178	1.86965	-3.12406	0	9.22819	0.16178	9.35	0.15	-1.81963	0	0
9.24456	0.139817	0	0	0	9.24456	0.139817	9.25	0.15	-1.81962	0	0
9.0729	0.205961	2.96695	-3.1189	0	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0
8.96281	0.250937	0	0	0	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0
8.84168	0.257617	2.90258	-3.11246	0	8.84168	0.257617	8.8	0.25	-2.99995	0	0
8.65606	0.24536	0	0	0	8.65606	0.24536	8.65	0.25	-2.99994	0	0
8.43549	0.247188	2.8363	-3.1123	0	8.43549	0.247188	8.5	0.25	-2.99323	0	0
8.34184	0.250769	0	0	0	8.34184	0.250769	8.35	0.25	-2.9932	0	0
8.27073	0.243988	2.5969	-3.1121	0	8.27073	0.243988	8.2	0.25	-2.73233	0	0
8.03847	0.260731	0	0	0	8.03847	0.260731	8.05	0.25	-2.73234	0	0
7.98053	0.204587	2.85879	-3.11596	0	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0
7.73327	0.149199	0	0	0	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0
7.46173	0.143776	3.11504	-3.12233	0	7.46173	0.143776	7.6	0.15	-2.99599	0	0
7.45455	0.149294	0	0	0	7.45455	0.149294	7.45	0.15	-2.99596	0	0
7.37986	0.0951006	1.78619	-3.12871	0	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	0
7.26713	0.055036	0	0	0	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0
7.32548	-0.0461763	2.78329	3.13529	0	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	0
6.93127	-0.133333	0	0	0	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0
7.09668	-0.264116	0.867081	3.10439	0	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	0
6.84796	-0.34284	0	0	0	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0
6.64638	-0.45061	3.03601	3.0739	0	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	0
6.54772	-0.536719	0	0	0	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0
6.50462	-0.718	0.762244	3.03165	0	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	0
6.45451	-0.851695	0	0	0	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0
6.42547	-0.999512	0.418379	2.98727	0	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0
6.3554	-1.1624	0	0	0	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0
6.14523	-1.27904	0.50992	2.93639	0	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0
6.2299	-1.45381	0	0	0	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0
6.37158	-1.60661	1.50277	-0.247004	0	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	0
